cohort_id,feature,source,analysis,category,value,denominator,percentage,unit,notes
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,raw_vocabulary,Organ/tissue removal,10,1183,0.845309,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,raw_vocabulary,Hair/Beauty Salon,6,1183,0.507185,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,raw_vocabulary,Mining,2,1183,0.169062,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,cardinality,single_label,1058,1183,89.433643,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,cardinality,multi_label,125,1183,10.566357,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,cardinality,missing,80,1263,6.334125,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,0,80,1263,6.334125,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,1,1058,1263,83.768804,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,2,116,1263,9.184481,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,3,6,1263,0.475059,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,4,2,1263,0.158353,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy,label_count_distribution,5,1,1263,0.079177,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,coverage,available,5,1263,0.395883,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,coverage,missing,1258,1263,99.604117,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,raw_vocabulary_size,unique_labels,3,,,labels,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,raw_vocabulary,Prostitution / sex work / pornography industry,3,5,60,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,raw_vocabulary,Construction,1,5,20,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,raw_vocabulary,Agriculture,1,5,20,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,cardinality,single_label,5,5,100,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,cardinality,multi_label,0,5,0,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,cardinality,missing,1258,1263,99.604117,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,label_count_distribution,0,1258,1263,99.604117,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Sidebar,label_count_distribution,1,5,1263,0.395883,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Either source,coverage,available,1183,1263,93.665875,cases,Availability union only; raw values are not merged or reconciled.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,source_availability_pattern,legacy_only,1178,1263,93.269992,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,source_availability_pattern,sidebar_only,0,1263,0,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,source_availability_pattern,both,5,1263,0.395883,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,source_availability_pattern,neither,80,1263,6.334125,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,raw_set_agreement,exact_raw_set_match,2,5,40,cases,Exact raw strings; no normalization or semantic reconciliation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,raw_set_agreement,partial_overlap,0,5,0,cases,Exact raw strings; no normalization or semantic reconciliation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,raw_set_agreement,disjoint,3,5,60,cases,Exact raw strings; no normalization or semantic reconciliation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,raw_set_similarity,mean_jaccard,0.4,,,similarity,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,Legacy vs Sidebar,raw_set_similarity,median_jaccard,0.0,,,similarity,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,sample,reviewed_cases,36,1263,2.850356,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,judgment,CLEAN_SUPPORTED,18,36,50,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,judgment,PARTIAL_SUPPORT,3,36,8.333333,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,judgment,NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,4,36,11.111111,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,judgment,NARRATIVE_INSUFFICIENT_WITHOUT_REFERENCE,1,36,2.777778,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,judgment,INSUFFICIENT_OR_MISMATCHED,10,36,27.777778,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,answerability,YES,22,36,61.111111,cases,Purposefully stratified challenge sample; percentage is not a corpus prevalence estimate.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,answerability,PARTIAL,3,36,8.333333,cases,Purposefully stratified challenge sample; percentage is not a corpus prevalence estimate.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,answerability,NO,11,36,30.555556,cases,Purposefully stratified challenge sample; percentage is not a corpus prevalence estimate.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_narrative_case_type,TYPE_1,18,36,50,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_narrative_case_type,TYPE_2,13,36,36.111111,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_narrative_case_type,TYPE_3,4,36,11.111111,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_narrative_case_type,TYPE_4,1,36,2.777778,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_present_support,clean_supported,18,31,58.064516,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,manual stratified review,structured_present_support,at_least_partial_support,21,31,67.741935,cases,
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,sector_of_exploitation,audit decision,recommendation,large_scale_auxiliary_benchmark,FEASIBLE WITH RESTRICTIONS,,,classification,"Legacy reference coverage is high (1,183) and taxonomy is compact, but severe imbalance and several taxonomy/narrative mismatches make a naive all-label benchmark unfair. Sidebar adds no cases."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,feature_intersection,provisional field-specific policies,intersection,minor_and_multiplicity,412,1263,32.620744,cases,Audit-only intersection; must not redefine the primary cohort.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,feature_intersection,provisional field-specific policies,intersection,legacy_form_and_legacy_sector,1126,1263,89.152811,cases,Audit-only intersection; must not redefine the primary cohort.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,feature_intersection,provisional field-specific policies,intersection,minor_and_legacy_form_and_legacy_sector,492,1263,38.954869,cases,Audit-only intersection; must not redefine the primary cohort.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,feature_intersection,provisional field-specific policies,intersection,multiplicity_and_legacy_form_and_legacy_sector,864,1263,68.408551,cases,Audit-only intersection; must not redefine the primary cohort.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,feature_intersection,provisional field-specific policies,intersection,all_four_provisional,371,1263,29.374505,cases,Audit-only intersection; must not redefine the primary cohort.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sampling_stratum,A_representative_clean,50,140,35.714286,cases,Plan only; cases were not selected or annotated in this task.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sampling_stratum,B_structured_present_narrative_incomplete,25,140,17.857143,cases,Plan only; cases were not selected or annotated in this task.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sampling_stratum,C_structured_missing_narrative_informative,20,140,14.285714,cases,Plan only; cases were not selected or annotated in this task.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sampling_stratum,D_both_insufficient_abstention,20,140,14.285714,cases,Plan only; cases were not selected or annotated in this task.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sampling_stratum,E_rare_or_challenge,25,140,17.857143,cases,Plan only; cases were not selected or annotated in this task.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,future_reliability_set,proposed sampling plan,sample_size,total,140,,,cases,Target range requested: approximately 120-150 cases.
