cohort_id,manual_review_id,search_rank,case_title,country_or_jurisdiction,canonical_url,feature,sample_stratum,structured_reference_source,structured_reference_available,structured_reference_raw,provisional_policy_state,person_section_heading_raw,person_record_count,fact_summary_excerpt,human_feasibility_judgment,answerable_from_fact_summary,structured_narrative_case_type,ambiguity_reason,notes
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:934,934,Kulab or Rampueng Thongmeesri or Sai-utah,Thailand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/kulab_or_rampueng_thongmeesri_or_sai-utah.html,child_minor_involvement,historical_childhood_only,participants.person_role,NO,Participant: Victim: 3 Anonymous Gender: Female; Sidebar Offences: [],UNKNOWN,Victims / Plaintiffs in the first instance,1,"…e. The victims trusted the defendants as they were from the same village. They knew each other from when they were children and they were also distant relatives. Once in Italy, the victims were taken to a small room in an apartment used as a brothel. The victims stayed in the same room as the defendants’ employe…",UNKNOWN,NO,TYPE_4,Historical childhood friendship does not establish age during trafficking.,Avoid child keyword false positive.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:978,978,Criminal Case No. 9035,Philippines,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/criminal_case_no._9035.html,child_minor_involvement,unproven_age,participants.person_role,YES,Participant: …y 16 years old at the time of the commission of the crime. However the Court held that the victims' age had not been sufficiently proven by the prosecution.; Sidebar Offences: [],UNKNOWN,Victims / Plaintiffs in the first instance,1,"In 2003, a mutual friend introduced the victim —who was allegedly 16 years old at the time— to M.M.M. Defendant M.M.M. recruited the victim with the promise of a well-paid job as a singer / entertainer in Japan. Knowing that the victim could not afford to pay for her …",UNKNOWN,AMBIGUOUS,TYPE_2,Narrative allegation is not a proven reference.,Court-level insufficiency defeats automatic TRUE.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1065,1065,United States v. Djoumessi,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2008/united_states_v._djoumessi.html,child_minor_involvement,clear_true_numeric_age,participants.person_role,YES,Participant: Victim: F. Gender: Female Nationality: Cameroonian Age: 14 At time of crime; Sidebar Offences: [],TRUE,Victims / Plaintiffs in the first instance,1,"…ants Joseph and Evelyn Djoumessi, immigrants from Cameroon living in a Detroit suburb, arranged for then-fourteen-year-old F. to immigrate to the United States from Cameroon under a false name and with a fraudulent passport. The Defendants required F. to perform substantially all of their housework and to provi…",TRUE,YES,TYPE_1,,Age is explicitly qualified as at time of crime.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1159,1159,6B_277 - 2007,Switzerland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/che/2008/6b_277_-_2007.html,child_minor_involvement,clear_true_multiple_group_records,participants.person_role,YES,Participant: Victim: Four women Nationality: Latvian Victim: Two women Nationality: Czech Victim: One minor 15 years or less; Sidebar Offences: [],TRUE,Victims / Plaintiffs in the first instance,3,"…tries worked for him as prostitutes. The victims included women from Latvia and the Czech Republic, including one minor (aged 15 or less). The defendant held the women in these premises and restricted their freedom by using various measures. Such measures included confiscating their passports until they had …",TRUE,YES,TYPE_1,,Three grouped records include one explicit minor group.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1191,1191,State of Israel v. Muhammed (John) Ben Taha Jeeth (Alen),Israel,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2007/state_of_israel_v._muhammed_john_ben_taha_jeeth_alen.html,child_minor_involvement,clear_false_multiple_adults,participants.person_role,YES,"Participant: Victim: V1 Gender: Female Age: 32 Single mother with two daughters. She lived in the village of Bakaa-Al Garbia, was uneducated and illiterate. Her only source of income was the work she did as a house cleaner. Victim: V2 G…; Sidebar Offences: []",FALSE,Victims / Plaintiffs in the first instance,5,"…nt, the facts regarding each of them is discussed separately below. Victim 1 The first victim was a 32-year-old single mother with two daughters. She lived in the village of Bakaa-Al Garbia, was uneducated and illiterate. Her only source of income was the work she did as a house cleaner. In April 200…",FALSE,YES,TYPE_1,,"Five separate victim records have adult ages, repeated in the narrative."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1399,1399,United States v. Tong Xiong,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2003/united_states_v._tong_xiong.html,child_minor_involvement,narrative_true_age_missing,participants.person_role,NO,Participant: Victim: Anonymous 1 Gender: Female Victim: Anonymous 2 Gender: Female Victim: Anonymous 3 Gender: Female; Sidebar Offences: [],UNKNOWN,Victims / Plaintiffs in the first instance,3,"Five men were involved in a sex trafficking ring that forced at least 2 underage girls to prostitute themselves at hotels and in private homes in the Twin Cities area. The defendants Tong Xiong and Aliak Thor both pleaded guilty to sex trafficking of a minor, and conspiracy t…",TRUE,YES,TYPE_3,,Three participant records omit age; narrative explicitly supplies minor status.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1450,1450,Hanuchov vs. State of Israel,Israel,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2000/hanuchov_vs._state_of_israel.html,child_minor_involvement,clear_false_single_adult,participants.person_role,YES,Participant: Victim: Anonymous Gender: Female Age: 26; Sidebar Offences: [],FALSE,Victims / Plaintiffs in the first instance,1,"This case concerned an unidentified 26 year old woman who was working as a prostitute. She was “employed” by a pimp named Victor Machlof who then made a deal with the defendant, Arthur Hanuchov, to sell him the victim. Mr Hanuchov paid Mr Mach…",FALSE,YES,TYPE_1,,Single victim and matching adult age.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1462,1462,United States v. Alex Mishulovich,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/1999/united_states_v._alex_mishulovich.html,child_minor_involvement,structured_narrative_conflict,participants.person_role,YES,Participant: Victim: 1 Individual Gender: Female Nationality: Latvian Age: 12; Sidebar Offences: [],UNKNOWN,Victims / Plaintiffs in the first instance,1,"One of the victims, L., was 23 and working as a marketing manager in Riga, Latvia, when Defendant Mishulovich approached her and offered her to work in the US as a bikini dancer. The initial arrangement was that she woul…",UNKNOWN,YES,TYPE_2,Structured Age 12 directly conflicts with narrative age 23.,"The Fact Summary alone supports FALSE, but source disagreement needs adjudication."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1489,1489,S vs Emmanuel Uche Odii and Others,South Africa,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/s_vs_emmanuel_uche_odii_and_others.html,child_minor_involvement,clear_false_multiple_adults,participants.person_role + trafficking_sidebar.offences,YES,"Participant: Gender: Female Nationality: South African Age: 19 Gender: Female Nationality: South African Age: 18; Sidebar Offences: [""Trafficking in persons (adults)""]",FALSE,Victims / Plaintiffs in the first instance,2,… 2 (a South African citizen) a sum of R1000 for each female he recruited. The first complainant was 19 years old when she was offered a job as a domestic worker by accused 3 in June 2010. During June 2010 she was approached by her friend Koliswa Tom (accused 4) who offered her work as she knew the com…,FALSE,YES,TYPE_1,,Two complainants are explicitly 19 and 18 in both sources.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,child_minor_involvement:1538,1538,"R. v. M.(O.), 2012 ONCJ 812",Canada,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/r._v._m.o._2012_oncj_812.html,child_minor_involvement,sidebar_true_grouped_range,participants.person_role + trafficking_sidebar.offences,YES,"Participant: Victim: Seven female victims between 13 and 18 Nationality: Canadian None of them had previous experience in prostitution prior to meeting the traffickers; Sidebar Offences: [""Trafficking in persons (adults)"", ""Trafficking in children (under 18 years)""]",TRUE,Victims / Plaintiffs in the first instance,1,"…ims were drugged, forced to dress in minimal clothing, obliged to pose for pornographic photos, and required to lie about their age to clients. As added control, the traffickers confiscated the victims’ personal belongings and used violence and threats to ensure compliance. The traffickers set up the dates and arranged …",TRUE,NO,TYPE_2,Fact Summary signals age relevance but does not disclose an under-18 value.,Sidebar child tag and grouped participant range support TRUE; narrative does not explicitly ground it.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:17,17,"Case No. 20-0434, Supreme Court of Texas",United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2021/case_no._20-0434_supreme_court_of_texas.html,victim_multiplicity,multiple_records_distinct,participants.person_role + Fact Summary feasibility adjudication,YES,Plaintiff: Plaintiff 1 Gender: Child Age: 15 The victim has filed a lawsuit before the District Court of Texas (Cause No. 2018-69816 (334th Dist. Ct.)).; Plaintiff: Plaintiff 2 Gender: Child Age: 14 The victim has filed a lawsuit before the District Court of Texas (Cause No. 2018-82214 (334th Dist. Ct.)).; Plaintiff: Plaintiff 3 Gender: Child Age: 14 The victim has filed a lawsuit before the District Court of Texas (Cause No. 2019-16262 (151st Dist. Ct.)).,MULTIPLE,Victims / Plaintiffs in the first instance,3,…of three separate lawsuits against it based on human trafficking allegations. The three plaintiffs allegedly became sex trafficking victims after meeting their alleged traffickers through social media platforms owned by Facebook (Facebook and Instagram).…,MULTIPLE,YES,TYPE_1,,Three plaintiff records are explicitly three alleged trafficking victims.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:21,21,The Queen v Joseph Auga Matamata,New Zealand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nzl/2020/the_queen_v_joseph_auga_matamata.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Nationality: Samoan Total number of victims: 13 (including 3 children) aged between 12 to 53 Returned- most victims were deported back to Samoa,MULTIPLE,Victims / Plaintiffs in the first instance,1,"…New Zealand. Within the Samoan culture, defendant held Matai (family chief) status. His victims, 13 in total, came from his village in Samoa. Some of the victims were members of his extended family. They were poorly educated and had little access to income.…",MULTIPLE,YES,TYPE_1,,One DOM record explicitly aggregates 13 victims.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:28,28,R. v. Antoine,Canada,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2020/r._v._antoine.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: 2 victims Gender: Female Age: 19 Drug addition background,MULTIPLE,Victims / Plaintiffs in the first instance,1,"…issue with her grandmother, the victim went to the police and reported the incident. The accused met the second victim in August 2015, when she was introduced to him by her boyfriend’s sister in Toronto, as she was into working as an escort. For the period…",MULTIPLE,YES,TYPE_1,,One source record says two victims and the narrative describes first and second victims.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:29,29,R. v. Sinclair,Canada,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2020/r._v._sinclair.html,victim_multiplicity,no_person_section_narrative_single,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,The complainant was homeless and living in a shelter when she met the appellant. She was about 18 or 19 years old. She was working as a sex trade worker. Her two children were in custody of the Children’s Aid Society. The appellant offered her a place to live…,SINGLE,YES,TYPE_3,Structured person reference is missing despite a clear individual complainant.,"Would require human/narrative-derived reference, not an automatic negative."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:34,34,Proc. No. 12809/2019,Italy,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/ita/2019/proc._no._128092019.html,victim_multiplicity,no_person_section_narrative_multiple,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,"…denied allegations and claimed they were themselves held prisoners in the facility. Six victims, all of which had spent several months detained by the suspects, came forward and recognized them as the one responsible running / working in the illegal prison.…",MULTIPLE,YES,TYPE_3,Structured person reference is missing despite explicit plural victims.,Narrative-only recovery is possible with annotation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:38,38,S v. Jonas (CC14/2017),Namibia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nam/2019/s_v._jonas_cc142017.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Gender: Female Nationality: Namibian,UNKNOWN,Victims / Plaintiffs in the first instance,1,"…of Trafficking in Persons and 5 counts of Rape. It was alleged that the defendant recruited the victim by means of coercion, deception, abuse of power or of a position of vulnerability with the intent to sexually exploit her. It was also alleged that the…",SINGLE,YES,TYPE_1,,"Plural-looking 'various men' describes clients, not additional victims."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:46,46,"Appeal of the Court of First Instance of Liège, 2019/858",Belgium,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2019/appeal_of_the_court_of_first_instance_of_liege_2019858.html,victim_multiplicity,multiple_records_distinct,participants.person_role + Fact Summary feasibility adjudication,YES,Gender: Male Nationality: Moroccan Addressed declared in Belgium (older brother of B.S.Y); Gender: Male Nationality: Moroccan Address declared in Belgium (younger brother of B.S.),MULTIPLE,Victims / Plaintiffs in the first instance,2,"…the facts of the case as follows: among the three identified employees counted two Moroccan nationals, incidentally also brothers, identified as B.S.S and B.S.Y. They were recruited to enter Belgium illegally and housed in order to work for the…",MULTIPLE,YES,TYPE_1,,Two otherwise unlabeled records correspond to two recruited Moroccan brothers.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:52,52,17/03852,Netherlands (Kingdom of the),https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/nld/2018/1703852.html,victim_multiplicity,no_person_section_narrative_multiple,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,Two defendants accused of having trafficked three Hungarian victims to Amsterdam. Second defendant was trafficked herself and in a relationship with lead trafficker since a young age. She herself participated in the exploitation of the victims by coercing…,MULTIPLE,YES,TYPE_3,Structured person reference is missing despite explicit victim count.,Narrative-only recovery is possible with annotation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:54,54,S v. Alam (CO 67/2016) [2018] SCSC 946,Seychelles,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/syc/2018/s_v._alam_co_672016_2018_scsc_946_.html,victim_multiplicity,multiple_records_duplicate_payload_challenge,participants.person_role + Fact Summary feasibility adjudication,YES,"Victim: Gender: Male Nationality: Bangladeshi Age: 34; Gender: Male Nationality: Bangladeshi; Gender: Male Nationality: Bangladeshi; Gender: Male Nationality: Bangladeshi Victims were allowed to remain in the host country. Labour arrangements were made after the report was filed with the Ministry of Employment, and three of the victims, at the time of trial, were already working for another construction company, while one of the victims worked for a private individual. See paragraphs [44] and [69] After his interview with the victims, assigned police officer made arrangements with the Immigration Department for the victims to be put into diff",MULTIPLE,Victims / Plaintiffs in the first instance,4,"The Defendant, Faisal Alam, was accused of trafficking 4 Bangladeshi nationals from Bangladesh into Seychelles between 2015 and 2016. It was alleged that he recruited them by misrepresenting the financial incentive and conditions of work, and thereafter…",MULTIPLE,YES,TYPE_1,,Repeated sparse record payloads are corroborated by an explicit four-person narrative.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:68,68,Jugt n° 534/2018,Luxembourg,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/lux/2018/jugt_n_5342018_.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,"Victim: D., J., B., T.2, I., N., Gender: Female Nationality: Romanian",MULTIPLE,Victims / Plaintiffs in the first instance,1,"…surveillance demonstrated that P.1. deputized P.3. in the settlement of disputes between the victims and . received money from them. Following search orders and arrest warrants issued by the investigating judge, P.2. and P.3. were arrested. Following an…",MULTIPLE,YES,TYPE_1,,Comma-separated identifiers in one role value represent several people.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:79,79,Case A26/2014,South Africa,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/case_a262014.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Complainant: 3 Anonymous women Gender: Female Nationality: Mozambican,MULTIPLE,Victims / Plaintiffs in the first instance,1,The appellant's version was that she met the three complainants on the beach near Maputo in Mozambique where the complainants worked as prostitutes. They told her that they wanted to work as prostitutes in South Africa. She then agreed to accommodate the…,MULTIPLE,YES,TYPE_1,,One record explicitly represents three complainants.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:86,86,JUGEMENT N° 362/016,Niger,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/ner/2017/jugement_n_362016.html,victim_multiplicity,migrants_heading_cross_classification,participants.person_role + Fact Summary feasibility adjudication,YES,Migrant: Several anonymous Gender: Female; Victim: 4 Anonymous Gender: Male Nationality: Cameroonian,UNKNOWN,Migrants | Victims / Plaintiffs in the first instance,2,"…the public prosecutor office instructed the Agadez police to investigate alleged acts of smuggling of migrants against Tekue Nerve and Sidi Dilla. Statements of the victims One of the victims, N, declared that he had left Cameroon to go to Algeria, and…",UNKNOWN,PARTIAL,TYPE_2,The page is framed as migrant smuggling and calls migrants victims; trafficking-victim membership is unclear.,"Multiplicity of persons is clear, but multiplicity of trafficking victims is not."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:107,107,Ibrahim and Basma Giulani v. The State of Israel,Israel,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2016/ibrahim_and_basma_giulani_v._the_state_of_israel.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous Gender: Female Nationality: Filipino Age: 20 Born: 1987,UNKNOWN,Victims / Plaintiffs in the first instance,1,"Recruitment: The victim in this case, a young Philippino girl, was assisted by a manpower agency called; ""Manpower"" to arrive in Jordan in order to work there in domestic work. When she arrived there, a person unknown to the prosecution examined her body and…",SINGLE,YES,TYPE_1,,A grammatical 'victims was' typo is not plural evidence.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:127,127,AFFAIRE L.E. c. GRÈCE,Greece,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/affaire_l.e._c._grece.html,victim_multiplicity,multiple_records_role_ambiguity,participants.person_role + Fact Summary feasibility adjudication,YES,"Victim: The Applicant Gender: Female Nationality: Nigerian Age: 34 The Applicant was found to be vulnerable, had been offered support via the Red Cross, and had been granted temporary leave to remain in Greece. The case involved victim compensation (Financial compensation paid: Currency: Euro Amount: 12000).; Victim: D.J. Gender: Female D.J. was recognized as having been subjected to trafficking in persons by K.A. in Judgement 193/20.4.2012, though the Applicant alleges that she had been involved in the trafficking of other victims.",UNKNOWN,Victims / Plaintiffs in the first instance,2,"…to commercial sexual exploitation by K.A. and another named party, D.J. The applicant claimed that D.J. was acquitted for the charge of trafficking in persons, and K.A. absconded while on bail, and has not since been the subject of a prosecution for…",UNKNOWN,PARTIAL,TYPE_2,A second victim record refers to a person recognized as trafficked in another judgment and also alleged to have facilitated trafficking.,Two DOM records cannot safely establish two victims of the focal events.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:137,137,Caso Yokaira Hernández,Dominican Republic,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dom/2015/caso_yokaira_hernandez.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Several young girls Gender: Child,MULTIPLE,Victims / Plaintiffs in the first instance,1,"…found guilty of the crimes of trafficking in persons and the sexual exploitation of young minor girls. Hernández was recruiting young women to force them into prostitution in order to obtain personal gain. According to the indictment, the young women were…",MULTIPLE,YES,TYPE_1,,Plural grouped role and plural narrative align.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:145,145,Chisinau 0615,Republic of Moldova,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2015/chisinau_0615.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous Gender: Female,UNKNOWN,Victims / Plaintiffs in the first instance,1,"…of December 2007 Ţ.V. intentionally, with financial interest; for the purpose of commercial sexual exploitation of a person, by fraud; manifested by the promise of well-paid employment as babysitter in Antalya, Turkey, and by abuse of position of…",SINGLE,YES,TYPE_1,,'Several men' are clients; O.S. is the sole described victim.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:146,146,Case n280515,North Macedonia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2015/case_n280515.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: 3 anonymous (between 14 and 16) Gender: Child Nationality: of the former Yugoslav Republic of Macedonia They were accommodated in the Centre for victims of trafficking in human beings,MULTIPLE,Victims / Plaintiffs in the first instance,1,"When the three minors – victims of trafficking in human beings were kidnapped, they were forcedly tattooed with the names of the perpetrators and accommodated in their house, where they were under constant control and restricted freedom of movement. They were…",MULTIPLE,YES,TYPE_1,,One record aggregates three minors.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:167,167,Caso Antonio Perez y Cabral Flete,Dominican Republic,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dom/2014/caso_antonio_perez_y_cabral_flete.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: At least 5 girls Gender: Child,MULTIPLE,Victims / Plaintiffs in the first instance,1,"…Office of Santiago, with a raid on “La Maquina” in La Romana city, where more than five minors reported as transferred by the accused Cabral Flete, were found. The owner of the business, Antonio Perez was also in the place, and he got arrested…",MULTIPLE,YES,TYPE_1,,At least five girls are explicitly stated.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:192,192,YeKD/0170/01/13,Armenia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arm/2014/yekd01700113.html,victim_multiplicity,multiple_records_duplicate_identity_challenge,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Victim 1 Gender: Female; Victim: Victim 2 Gender: Female; Victim: Victim 3 Gender: Female; Victim: Victim 4 Gender: Female; Victim: Victim 4 Gender: Female,MULTIPLE,Victims / Plaintiffs in the first instance,5,"…exploitation, while Bavakan and Heriknaz Khachatryan performed the actions aimed at recruiting women and transporting them to Dubai, transferring, and harbouring. In particular, for an extended period of time, i.e. from June 2008 to December 2012, the…",MULTIPLE,YES,TYPE_1,,"Victim 4 is duplicated in the records, but several other distinct numbered victims remain."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:202,202,Nikolae L 2014,Poland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2014/nikolae_l_2014.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: 28 Romanian citizens Nationality: Romanian Some of the victims were minors recruited with the consent of their parents,MULTIPLE,Victims / Plaintiffs in the first instance,1,"…in the following way: recruited, transported to Poland, then located in Ścinawa 28 Romanian citizens to force them to work. Defendants mislead the victims about working conditions, as well as used their critical life situation and helplessness due to a…",MULTIPLE,YES,TYPE_1,,One record represents 28 citizens; narrative confirms the group.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:237,237,Docket Number - 2:11cr193 [2013],United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2013/docket_number_-_211cr193_2013.html,victim_multiplicity,one_record_grouped_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,"Victim: Anonymous Individuals Gender: Child Nationality: American There are five female victims, all of whom were minors when they first met the defendant.",MULTIPLE,Victims / Plaintiffs in the first instance,1,"From 2006 to 2009, the defendant, Tyrone McMillian, trafficked five female victims (“victims”), four of whom were minors when they met the defendant. At trial, the victims testified that the defendant forced them to give him their earnings from dancing and…",MULTIPLE,YES,TYPE_1,,Anonymous Individuals record is resolved by an explicit five-victim narrative.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:238,238,R v Kuavong [2013] QCA310,Australia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2013/r_v_kuavong_2013_qca310.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous child Gender: Child Nationality: Thai Age: 9 Born: 1995 The victim was the defendant’s daughter.,SINGLE,Victims / Plaintiffs in the first instance,1,"…provide additional sexual services to customers. The applicant’s daughter -and the victim in this case- initially stayed in Thailand with her grandparents when the applicant moved to Australia. In 2004, the applicant brought her mother and her daughter to…",SINGLE,YES,TYPE_1,,One child complainant is consistently described.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:246,246,R 12/1529,Finland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2013/r_121529.html,victim_multiplicity,multiple_records_duplicate_payload_challenge,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese; Victim: Unknown Nationality: Vietnamese,MULTIPLE,Victims / Plaintiffs in the first instance,10,"…region in South Central Finland. Between 2006 and 2012, the employers had recruited at least 10 Vietnamese employees to their restaurants. The employees were obliged to work long days on modest pay. The employees lived in accommodation provided by the…",MULTIPLE,YES,TYPE_1,,Ten identical Unknown records are independently corroborated by at least 10 recruited employees.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:254,254,"United States v. Vargas-Cordon, 733 F.3d 366 (2013)",United States of America,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/usa/2013/united_states_v._vargas-cordon_733_f.3d_366_2013.html,victim_multiplicity,migrants_heading_single_role_ambiguity,participants.person_role + Fact Summary feasibility adjudication,YES,Migrant: X Gender: Child Nationality: Guatemalan Age: 15 Born: 1993 X was defendant’s niece.,UNKNOWN,Migrants,1,"…United States. In 2008, while visiting family in Guatemala, the defendant began a sexual relationship with his then 15-year-old niece, hereafter referred to as X. Before the defendant returned to the U.S., X asked if she could accompany him. The defendant…",UNKNOWN,PARTIAL,TYPE_2,"One minor migrant is clear, but the focal trafficking-victim interpretation is legally/structurally ambiguous.",Do not silently map Migrant to Victim.
