search_rank,canonical_url,jurisdiction,word_count,modernbert_token_count_with_special_tokens,tokenizer_model_id,tokenizer_revision,fully_covered_at_512,fully_covered_at_1024,fully_covered_at_1536,fully_covered_at_2048,fully_covered_at_3072,fully_covered_at_4096,fully_covered_at_8192
847,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1re_-12202009.html,Republic of Moldova,67,83,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
848,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._q-06-14402.html,Philippines,184,248,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
849,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._valenzuela_et_al.html,United States of America,101,129,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
850,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._christopher_m._cockrell.html,United States of America,124,159,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
851,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_11022009.html,Republic of Moldova,165,204,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
852,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/1_t_1192009_.html,Slovakia,234,318,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
853,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._carreto_et_al.html,United States of America,228,334,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
854,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2009/proceso_no._2009-00101.html,Colombia,254,318,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
855,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._09-0113-cfm.html,Philippines,33,42,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
856,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2009/correctional_tribunal_of_gent_16-11-2009.html,Belgium,73,84,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
857,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_10982009.html,Republic of Moldova,86,113,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
858,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2009/poland_v._mirosaw_._i_ewa_.html,Poland,124,147,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
859,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2009/a._and_g._vs._state_of_israel.html,Israel,658,779,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
860,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/wipaporn_songmeesap.html,Thailand,105,129,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
861,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/1170032008.html,Romania,97,132,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
862,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2009/downey_thompson_and_roberts.html,Canada,457,571,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
863,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/adhikari_et_al._v._daoud_partners_et_al.html,United States of America,510,635,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
864,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._cases_nos._05-239627-31.html,Philippines,68,86,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
865,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2009/mcivor_v_r_tanuchit_v_r_2009_nswcca_264_.html,Australia,3116,4356,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,0,0,0,0,1
866,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2009/diamond_city.html,Netherlands (Kingdom of the),151,185,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
867,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mus/2009/police_v_martinet_cg_and_others.html,Mauritius,316,393,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
868,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_1999.61.81006981-4_.html,Brazil,119,163,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
870,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/aut/2009/15os11709h.html,Austria,169,242,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
873,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._marie_pompee.html,United States of America,113,141,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
874,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_93-a-2009.html,Romania,124,160,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
875,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_20a-2009.html,Romania,83,97,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
876,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/2_to_222009_.html,Slovakia,444,596,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
877,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/jeerasak_or_thong-in_meesang.html,Thailand,264,321,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
878,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_19a-2009.html,Romania,359,464,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
879,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_20098958_se.html,Brazil,184,242,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
880,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/882009.html,Romania,148,191,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
882,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_cluj_86-2009.html,Romania,122,155,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
883,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2009/federal_republic_of_nigeria_v._favour_anware_okwuede.html,Nigeria,317,403,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
884,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/hun/2009/20-h-bj-2009-11.html,Hungary,177,204,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
885,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cri/2009/g._v._j..html,Costa Rica,145,179,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
886,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2009/presuda_kz_i_120182009.html,Serbia,95,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
887,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2001.38.03.002448-8_.html,Brazil,205,284,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
888,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/criminal_case_72-4-09.html,El Salvador,176,225,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
889,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_2006.72.03.003070-2_trf4.html,Brazil,153,226,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
890,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/orellana.html,El Salvador,76,92,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
892,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_9500309858rj_trf2.html,Brazil,220,316,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
893,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2009/1_t_92007.html,Czechia,50,66,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
894,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2005.70.03.005598-2.html,Brazil,212,281,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
895,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_7072009.html,Republic of Moldova,90,117,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
896,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/h._s._d._s..html,Cambodia,316,418,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
897,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2009/r_v_wei_tang_2009_23_vr_332.html,Australia,1020,1314,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
898,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._oscar_mondragon.html,United States of America,112,130,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
900,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._13462.html,Philippines,80,99,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
901,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2009/guria_swayam_sevi_sansthan_versus_state_of_u.p._and_others.html,India,671,791,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
902,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2009/case_no._102-384-2009.html,Azerbaijan,37,46,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
903,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/1101-87-2009_78-ap-l-2009-3.html,El Salvador,405,511,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
904,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_8202009.html,Republic of Moldova,89,108,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
905,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._byron_thompson.html,United States of America,215,263,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
906,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2009/m.n.a.a..html,Colombia,198,256,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
907,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2009/irala_et_al.html,Argentina,249,343,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
909,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_26909.html,Republic of Moldova,36,50,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
910,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2009/western_high_court_judgment_1_july_2009.html,Denmark,651,791,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
913,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2009/case_n_290009.html,Argentina,97,118,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
915,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2009/vi_k.br._39108_.html,Serbia,157,184,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
916,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_2007.36.00.008024-1mt.html,Brazil,232,330,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
917,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2009/processo_n_2009.03.00.014160-5.html,Brazil,141,175,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
918,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2009/processo_2009.03.00.014160-5.html,Brazil,295,362,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
919,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_2009.006064-9_sc.html,Brazil,102,127,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
920,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_brasov_43-ap-2009.html,Romania,371,435,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
921,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_6322009.html,Republic of Moldova,53,65,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
922,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tur/2009/case_no._2008_19262.html,Türkiye,52,65,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
924,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/m.k.s._et_al._v._major_w._kh_n.s._a.s._et_al._.html,United States of America,62,76,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
925,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2009/case_no_b_1479-09.html,Sweden,160,186,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
926,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/2_t_1512005_.html,Slovakia,337,459,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
928,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_59709.html,Republic of Moldova,110,139,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
929,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_67409.html,Republic of Moldova,234,270,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
930,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2005.72.09.000609-8.html,Brazil,184,247,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
931,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/col/2009/munoz.html,Colombia,67,81,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
932,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_73109.html,Republic of Moldova,163,206,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
934,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/kulab_or_rampueng_thongmeesri_or_sai-utah.html,Thailand,229,266,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
935,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2009/anonymous_vs._anonymous.html,Israel,73,89,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
936,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_5112009.html,Republic of Moldova,88,124,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
937,https://www.unodc.org/cld/case-law-doc/corruptioncrimetype/srb/2009/kz_i_2880-08.html,Serbia,100,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
938,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._lynda_dieu_phan_justin_phan_duc_cao_nguyen.html,United States of America,274,328,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
940,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/prt/2009/processo_502.7zrc.html,Portugal,63,75,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
941,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_5782009.html,Republic of Moldova,89,122,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
942,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/2009/880_kpid_sus2009_.html,Indonesia,162,180,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
943,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_5132009.html,Republic of Moldova,80,93,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
944,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/1_t_1032003_.html,Slovakia,371,486,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
945,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_4332009.html,Republic of Moldova,97,111,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
946,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_4072009.html,Republic of Moldova,91,109,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
947,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr._1ra_5762009.html,Republic of Moldova,44,61,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
948,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_brasov_29-ap_2009.html,Romania,204,258,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
950,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/teerapong_or_pa-kack_khemthong_and_others.html,Thailand,382,442,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
951,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/esp/2009/benita_et_al.html,Spain,233,297,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
953,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/sentenca_2006.72.03.003070-2_jfsc.html,Brazil,151,227,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
954,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._farrell.html,United States of America,403,498,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
955,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gtm/2009/ambc_mcb_cepm_mlcg.html,Guatemala,77,91,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
956,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2009/case_no._1572009.html,Bulgaria,42,62,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
958,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2009/vilutis.html,Canada,248,358,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
959,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_5032009.html,Republic of Moldova,35,45,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
960,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/kaz/2009/shartanbayev_and_kim.html,Kazakhstan,97,117,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
961,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/criminal_decision_no._452009_.html,Romania,137,175,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
962,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2009/emerson.html,Canada,213,256,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
963,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2009/case_no._782009.html,Bulgaria,133,168,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
964,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._jorge_flores-rojas.html,United States of America,125,177,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
966,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._don_l._elbert_ii.html,United States of America,108,138,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
967,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._yingji_jin.html,United States of America,68,86,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
968,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_bacau_47-2009.html,Romania,288,369,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
971,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_3822009.html,Republic of Moldova,78,98,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
972,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2009/danish_supreme_court_judgment_23_march_2009.html,Denmark,363,415,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
973,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_no._336221102006_.html,Romania,187,243,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
974,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/336221102006_.html,Romania,195,253,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
975,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2009/r.h.c._j.c.m._and_s.c.c..html,Colombia,186,220,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
976,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._cbu-77031.html,Philippines,87,107,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
977,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_2932009.html,Republic of Moldova,154,190,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
978,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/criminal_case_no._9035.html,Philippines,233,306,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
