evaluation,reference_type,comparison,first_method,second_method,metric,n,point_difference,ci_low,ci_high,confidence_level,bootstrap_resamples,seed,resampling_unit,bootstrap_method,macro_label_count,macro_label_ids_json,ci_excludes_zero
A2,SHERLOC silver reference,M4 - M2,M4,M2,Micro-F1,861,0.020122704716118878,0.0072970842673594685,0.03202904170113879,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Exact-set accuracy,861,0.04181184668989547,0.02671312427409988,0.05691056910569106,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Example-based Jaccard,861,0.028595758996455833,0.011257161827719435,0.044352311451614584,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Act CPMR,861,0.3948896631823461,0.3600174216027874,0.42624854819976776,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Means CPMR,861,0.28222996515679444,0.24854819976771195,0.3159407665505226,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M2,M4,M2,Purpose CPMR,861,-0.04413472706155641,-0.07433217189314745,-0.016260162601625994,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M3,M4,M3,Macro-F1,861,-0.004163546443131327,-0.017125950536692976,0.008353851073382108,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",False
A2,SHERLOC silver reference,M4 - M3,M4,M3,Micro-F1,861,-0.0026183397615084925,-0.008506635984816907,0.003729914868784196,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",False
A2,SHERLOC silver reference,M4 - M3,M4,M3,Exact-set accuracy,861,0.006968641114982577,-0.005807200929152143,0.019744483159117303,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",False
A2,SHERLOC silver reference,M4 - M3,M4,M3,Example-based Jaccard,861,-0.002427730999159494,-0.009602885338948094,0.005981679631505371,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",False
A2,SHERLOC silver reference,M4 - M3,M4,M3,Act CPMR,861,0.061556329849012714,0.0383275261324042,0.08365272938443671,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M3,M4,M3,Means CPMR,861,0.025551684088269466,0.0034843205574912606,0.047619047619047616,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A2,SHERLOC silver reference,M4 - M3,M4,M3,Purpose CPMR,861,0.04065040650406504,0.022067363530778206,0.061556329849012714,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,16,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_OTHER""]",True
A3,human-grounded narrative reference,M3 - M2,M3,M2,Macro-F1,55,0.004672677997446417,-0.09296785822410879,0.09993324018263956,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M3 - M2,M3,M2,Micro-F1,55,0.02704640189268659,-0.01666591449514399,0.06961002272163595,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M3 - M2,M3,M2,Exact-set accuracy,55,0.05454545454545454,0.0,0.12727272727272726,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M3 - M2,M3,M2,Example-based Jaccard,55,0.025470085470085446,-0.027061618936618997,0.07925134083088649,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M3 - M2,M3,M2,Act CPMR,55,0.3454545454545454,0.2,0.4727272727272727,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A3,human-grounded narrative reference,M3 - M2,M3,M2,Means CPMR,55,0.2545454545454545,0.07272727272727275,0.4181818181818182,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A3,human-grounded narrative reference,M3 - M2,M3,M2,Purpose CPMR,55,0.054545454545454564,-0.07272727272727275,0.18181818181818177,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M2,M4,M2,Macro-F1,55,-0.03219683980835575,-0.12764164841404319,0.06776720604665443,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M2,M4,M2,Micro-F1,55,0.017584151885614685,-0.0283227882904965,0.05994290999587277,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M2,M4,M2,Exact-set accuracy,55,0.01818181818181818,0.0,0.05454545454545454,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M2,M4,M2,Example-based Jaccard,55,0.007442506987961672,-0.04738172307490465,0.059877443263806784,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M2,M4,M2,Act CPMR,55,0.3818181818181818,0.2545454545454545,0.509090909090909,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A3,human-grounded narrative reference,M4 - M2,M4,M2,Means CPMR,55,0.2909090909090909,0.10909090909090907,0.45454545454545453,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",True
A3,human-grounded narrative reference,M4 - M2,M4,M2,Purpose CPMR,55,0.10909090909090902,-0.018181818181818188,0.23636363636363633,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M3,M4,M3,Macro-F1,55,-0.036869517805802166,-0.07494355145841726,0.0007498055822222157,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
A3,human-grounded narrative reference,M4 - M3,M4,M3,Micro-F1,55,-0.009462250007071904,-0.02852013772581894,0.008780645410865182,0.95,1000,20260811,CASE_WITH_ALL_17_LABELS,PAIRED_CASE_RESAMPLING_PERCENTILE_LINEAR,17,"[""ACT_RECRUITMENT"",""ACT_TRANSPORTATION"",""ACT_TRANSFER"",""ACT_HARBOURING"",""ACT_RECEIPT"",""MEANS_THREAT_FORCE_OR_COERCION"",""MEANS_ABDUCTION"",""MEANS_FRAUD"",""MEANS_DECEPTION"",""MEANS_ABUSE_OF_POWER_OR_VULNERABILITY"",""MEANS_PAYMENTS_OR_BENEFITS_FOR_CONTROL"",""PURPOSE_SEXUAL_EXPLOITATION"",""PURPOSE_FORCED_LABOUR_OR_SERVICES"",""PURPOSE_SLAVERY_OR_SIMILAR_PRACTICES"",""PURPOSE_SERVITUDE"",""PURPOSE_REMOVAL_OF_ORGANS"",""PURPOSE_OTHER""]",False
