reliability_case_id,reviewer_order,search_rank,canonical_url,jurisdiction,input_sha256,reviewed,review_status,retained,substantive_amp_evaluable,abstain_subset,excluded,exclusion_reason,source_row_number,source_sha256
HRV1-075,75,489,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._medrano.html,United States of America,c9d9dd85dee44c07382285ef0a79ff3374cfeadbf603f03e0b37eec901d387e9,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,76,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-076,76,452,https://www.unodc.org/cld/case-law-doc/drugcrimetype/usa/2011/united_states_v._webster_case_no_08-30311.html,United States of America,dd4302517b162e528854d2b2548cb9dfa074f5c1158327c14d9481cd4eff3fe8,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,77,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-077,77,1105,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2008/united_states_v._mondragon.html,United States of America,6c9f8cb05c63ab791e31ae67f96d0fc8482e37ac81574dd9b02927de5ffc8626,1,SUBSTANTIVE,1,1,0,0,,78,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-078,78,53,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2018/c.m.s._y_guillemet_gaston_.html,Argentina,c89e96b55744fd044df0a12e10c57636f3d286afce5f1b034512d1d2ead4ac64,1,SUBSTANTIVE,1,1,0,0,,79,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-079,79,476,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ukr/2011/case_no._11-1602-2011.html,Ukraine,712884311dec0a88dda04314f1f21d1c3b10a4ff6358e43f1eb5ef2137e93848,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,80,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-080,80,1356,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2005/r_v_ds_2005.html,Australia,0cb20cc9e5d530d0cf90c174132d6f07b8c3b57e0fe185d07e5fb52de51cfebf,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,81,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-081,81,824,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2010/case_n_2271.html,Argentina,1b1c1362c7ca5cd7939d9d623bb05517e7c7115d8d4f70cf8d0f0e03a9378af5,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,82,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-082,82,817,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2010/case_no._6942010.html,Bulgaria,abc2c33b34088a788b742bd3f951a71c782fa94e6ff0bccf36960e091b3656d7,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,83,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-083,83,177,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2014/calle_calle_et._al..html,Argentina,117081968e2429f30279b7a1d10e2b633d79402c4ed9191cdbdedd66fd01b466,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,84,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-084,84,940,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/prt/2009/processo_502.7zrc.html,Portugal,1ea14a03bc8bffbca7d4f07048e0f8bb7fe741b3682c664e9e285ba22f0b26b4,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,85,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-085,85,755,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2010/c._herve_et_d._abdelaziz.html,France,5e1c665d3e489f833576c614d3c644059b33a976818829e44bc450657f846e5e,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,86,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-086,86,1464,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/1998/_1028_kpid_sus2009_.html,Indonesia,adb1f5c8d093a5d7d16a25d58c9b3876d49a8999b6228e45950a7e586acbacb9,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,87,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-087,87,29,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2020/r._v._sinclair.html,Canada,2b588ae536d56cb266eb1e3bb4bcdc0e9584422750d16a01cbcb1d94c2368755,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,88,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-088,88,266,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2013/l._h.v.n._t.h.n._and_t._v_r_2013_ewca_crim_991.html,United Kingdom of Great Britain and Northern Ireland,6aed52e4268a45a616d29a1cde18e146253de0fbc59e774cc1def6befb2f2901,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,89,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-089,89,17,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2021/case_no._20-0434_supreme_court_of_texas.html,United States of America,b13ca49cb66184b5fb430a53e522018444845001e7130d73198d7e9eb564070c,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,90,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-090,90,46,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2019/appeal_of_the_court_of_first_instance_of_liege_2019858.html,Belgium,b84e2fd64f90b4e1c5fc346f32ddc162e920be1849d913264a736d2a9d97ff8e,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,91,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-091,91,764,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2010/decision_no.403.html,Albania,3cceb6cec61edb800f4f387b4504df19a3fd14db7d21e1c7fd258f0b8e7a11ad,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,92,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-092,92,79,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/zaf/2017/case_a262014.html,South Africa,ec19be15815dfdb2c0ac99d7c3c02ab69c17455ab7631154ba784870fd238c58,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,93,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-093,93,1153,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2008/processo_2004.61.06.004897-4_18682.html,Brazil,aa54736a776f6efd721d4ace2d9a5a4f1ed563c98cd14525d1ab2bd42d887d6d,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,94,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-094,94,643,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2010/crim._case_no._09-0366_.html,Philippines,83147e620ff2154d74f9dbfb5df27eb9a1075ec049f891d3d14258fbea904eb1,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,95,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-095,95,933,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gtm/2009/case_no._848-2009_.html,Guatemala,27bf90ef2cc119f6c4ece965cabbbf9d2d37c37312dbc21f36527e4b20b6a541,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,96,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-096,96,254,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/usa/2013/united_states_v._vargas-cordon_733_f.3d_366_2013.html,United States of America,db475ae6a6cd580bf26eff9893dbfed5759935a3961356fb711a8a05f0d964de,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,97,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-097,97,145,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2015/chisinau_0615.html,Republic of Moldova,e3af05bf03155298928b7366d4d8f992adf1dba676ea443111d8dae3240315f2,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,98,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-098,98,25,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2020/n_de_pourvoi_19-80372_.html,France,cdb92ee70447f67c9e7a707b2d4c60dae8b2be7e6e4ce565b6c5e748f0bf5537,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,99,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-099,99,985,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2009/at_and_others_v_dulghieru.html,United Kingdom of Great Britain and Northern Ireland,f536a13e85aa90d4d59cf7501c6ad835d03002c7ba3f3c854ac2f6b6f1482ea9,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,100,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
HRV1-100,100,850,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._christopher_m._cockrell.html,United States of America,86af1dd34ce020396eda3f3c2905af1d39c03d971241759ab7d6cac6e6d726d4,0,NOT_REVIEWED,0,0,0,1,NOT_REVIEWED_DONE_BLANK,101,7ec0a40ab6a9d64588cf4b6c8b46d2572683cf7e340d786117604bc6f20081af
